interventionName,interventionID
discontinuation of arb/acei [other],intervention_1654
continuation of arb/acei [other],intervention_1655
anluohuaxian [drug],intervention_1656
new qiastat-dx fully automatic multiple pcr detection platform [diagnostic test],intervention_1657
favipiravir combined with tocilizumab [drug],intervention_1658
dental pulp mesenchymal stem cells [biological],intervention_1659
lopinavir / ritonavir tablets combined with xiyanping injection [drug],intervention_1660
lopinavir/ritonavir treatment [drug],intervention_1661
nasal swab [other],intervention_1662
taste and olfactory function evaluation [other],intervention_1663
facial fractures reduction or osteosynthesis [procedure],intervention_1664
test for sars-cov-2 [diagnostic test],intervention_1665
human amniotic fluid [biological],intervention_1666
personalized health education [behavioral],intervention_1667
general health education [behavioral],intervention_1668
bbv152a [biological],intervention_1669
bbv152b [biological],intervention_1670
bbv152c [biological],intervention_1671
150 ppm nitric oxide delivered through lungfit delivery system [combination product],intervention_1672
80 ppm nitric oxide delivered through lungfit delivery system [combination product],intervention_1673
captopril 25mg [drug],intervention_1674
endoscopic management according to standard of care [other],intervention_1675
pss (perceived stress scale) [other],intervention_1676
gad-7 (7-item generalized anxiety disorder) [other],intervention_1677
phq-9 (9-item patient health questionnaire) [other],intervention_1678
speq (specific psychotic experiences questionnaire) - paranoia and grandiosity subscales [other],intervention_1679
zaritt burden interview [other],intervention_1680
phq-9 depression scale [other],intervention_1681
gad-7 general anxiety disorder scale [other],intervention_1682
38-questions questionnaire [other],intervention_1683
cardiac surgery [other],intervention_1684
drug:na-831 [drug],intervention_1685
na-831 and atazanavir [combination product],intervention_1686
na-831and dexamethasone [combination product],intervention_1687
atazanavir and dexamethasone [combination product],intervention_1688
diagnostic examination for venous thromboembolism [diagnostic test],intervention_1689
an auto-questionnaire comprising three psychometric scales [other],intervention_1690
telephonic medical visit [behavioral],intervention_1691
gastrointestinal endoscopy [procedure],intervention_1692
abdominal ultrasound [procedure],intervention_1693
schirmer test i [diagnostic test],intervention_1694
covid-19 positive pregnant women [behavioral],intervention_1695
"biomarker (tropt, myoglobin, ck, ck-mb, ldh, d-dimer, crp, pct) [diagnostic test]",intervention_1696
quality of life [other],intervention_1697
impact event score [other],intervention_1698
hospital anxiety and depression scale [other],intervention_1699
hyperbaric oxygen [drug],intervention_1700
covid-19 exposure [biological],intervention_1701
com-covid anonimous survey [behavioral],intervention_1702
low or upper respiratory tract sample [biological],intervention_1703
stool collection or fecal swab [biological],intervention_1704
blood sample for whole genome sequencing [genetic],intervention_1705
"cartography of air contamination, environment contamination and biological fluid by sars-cov2 during visceral surgery in covid19 patients. [other]",intervention_1706
invasive mechanical ventilation [other],intervention_1707
darunavir/cobicistat [drug],intervention_1708
ivermectin + doxycycline [drug],intervention_1709
respiratory rehabilitation [combination product],intervention_1710
maintenance or reduction of immunosuppression [other],intervention_1711
"ic14, a monoclonal antibody against cd14 [biological]",intervention_1712
dutasteride [drug],intervention_1713
proxalutamide [drug],intervention_1714
there is no intervention in this study [other],intervention_1715
ct-v [device],intervention_1716
1:prone positioning [behavioral],intervention_1717
2:no instruction regarding positioning [behavioral],intervention_1718
ruxolitinib administration [drug],intervention_1719
"biological samples, questionnaires and interviews [other]",intervention_1720
clinical data [other],intervention_1721
helmet continuous positive airway pressure (cpap) [device],intervention_1722
high flow nasal oxygen (hfno) [device],intervention_1723
scd [device],intervention_1724
"covid-19 igm/igg rapid testing, mobile device image capture and telemedicine support [diagnostic test]",intervention_1725
"oxygen-ozone therapy, probiotic supplementation and standard of care [other]",intervention_1726
doctor spot [device],intervention_1727
lactoferrin (apolactoferrin) [dietary supplement],intervention_1728
placebo of excipient(s) will be administered [drug],intervention_1729
covid-19 serology [other],intervention_1730
health care worker survey [behavioral],intervention_1731
icu treatment [other],intervention_1732
convalescent anti-sars-cov-2 plasma [biological],intervention_1733
injective placebo [other],intervention_1734
oral placebo [other],intervention_1735
serology sars-cov2 [biological],intervention_1736
data collection [behavioral],intervention_1737
lsalt peptide [drug],intervention_1738
covid icu containment measures [procedure],intervention_1739
sarscov2 convalescent plasma [biological],intervention_1740
mesenchymal stem cells [procedure],intervention_1741
glycine [dietary supplement],intervention_1742
daily coping toolkit [behavioral],intervention_1743
t89 [drug],intervention_1744
intervention group_rehabilitation program [other],intervention_1745
covid19 vaccine [biological],intervention_1746
menacwy [biological],intervention_1747
chadox1 ncov-19 full boost [biological],intervention_1748
chadox1 ncov-19 half boost [biological],intervention_1749
menacwy boost [biological],intervention_1750
paracetamol [drug],intervention_1751
cordio app [device],intervention_1752
nitric oxide delivered via lungfit‚ñ¢ system [device],intervention_1753
bat + calcifediol [drug],intervention_1754
bat [drug],intervention_1755
hydroxychloroquine placebo [drug],intervention_1756
protective ventilation [other],intervention_1757
ultraprotective ventilation [other],intervention_1758
dialysis [other],intervention_1759
questionnary [other],intervention_1760
cag length <22 [diagnostic test],intervention_1761
cag length >=22 [diagnostic test],intervention_1762
azoximer bromide [drug],intervention_1763
community health worker support [other],intervention_1764
care as usual [other],intervention_1765
oral-b mouth sore mouthwash [drug],intervention_1766
crest pro-health multi-protection mouthwash [drug],intervention_1767
closys mouthwash [drug],intervention_1768
distilled water [drug],intervention_1769
intravenous drug [drug],intervention_1770
covid-19 + patients [other],intervention_1771
simulation of repurposed drugs for covid-19 [other],intervention_1772
thrombin generation test assay [other],intervention_1773
fibrin generation markers assays [other],intervention_1774
assessment of the sequelae after hospitalization for sars-cov-2 [other],intervention_1775
airgo respiratory monitor [device],intervention_1776
sars-cov 2 rna pcr urine [diagnostic test],intervention_1777
sars-cov 2 rna pcr semen [diagnostic test],intervention_1778
semen qualitative analysis [diagnostic test],intervention_1779
iief-5 questionnaire [diagnostic test],intervention_1780
male sexual health questionnaire (mshq) [diagnostic test],intervention_1781
ipss questionnaire [diagnostic test],intervention_1782
secret questionnaire [diagnostic test],intervention_1783
interleukin assessment in semen [diagnostic test],intervention_1784
lopinavir/ ritonavir oral tablet [drug],intervention_1785
hydroxychloroquine sulfate tablets plus lopinavir/ ritonavir oral tablets [drug],intervention_1786
case fatality rate [other],intervention_1787
oxygen hood [device],intervention_1788
collection of blood samples in order to create a biocollection [biological],intervention_1789
bcg-denmark [biological],intervention_1790
acute kidney injury [other],intervention_1791
high peep with end inspiratory pause [other],intervention_1792
low peep - fio2 high [other],intervention_1793
high peep without end inspiratory pause [other],intervention_1794
low peep - fio2 low [other],intervention_1795
all treatment about covid-2019 [other],intervention_1796
modification of the planned therapeutic management [other],intervention_1797
2019-ncov igg/igm rapid test cassette [device],intervention_1798
sars-cov-2-test [diagnostic test],intervention_1799
sars-cov-2 questionnaire survey [other],intervention_1800
unified protocol for covid-19 parenting stress (up-covid) [behavioral],intervention_1801
shg [behavioral],intervention_1802
liver injury [other],intervention_1803
ffp2 [device],intervention_1804
facial mask [device],intervention_1805
mfs [device],intervention_1806
aspirin 81 mg [drug],intervention_1807
sirukumab [drug],intervention_1808
nasovax [biological],intervention_1809
pd-1 blocking antibody+standard treatment [drug],intervention_1810
thymosin+standard treatment [drug],intervention_1811
m5049 [drug],intervention_1812
cpap treatment [device],intervention_1813
viusid and asbrip [dietary supplement],intervention_1814
glycaemic levels [other],intervention_1815
angiotensin ii [drug],intervention_1816
interleukin-1 receptor antagonist [drug],intervention_1817
hydroxychloroquine in combination with camostat mesylate [drug],intervention_1818
hydroxychloroquine in combination of azithromycin [drug],intervention_1819
angiotensin 1-7 [drug],intervention_1820
nasopharyngeal (np) swab [diagnostic test],intervention_1821
cannabidiol [drug],intervention_1822
standard of care management [other],intervention_1823
emtricitabine/tenofovir disoproxil [drug],intervention_1824
placebo:emtricitabine/tenofovir disoproxil placebo [drug],intervention_1825
placebo:hydroxychloroquine [drug],intervention_1826
intravenous infusions of stem cells [biological],intervention_1827
tears swab [diagnostic test],intervention_1828
home sleep apnea testing or in-hospital polysomnography [diagnostic test],intervention_1829
ino-4800 [biological],intervention_1830
saline-sodium citrate (ssc) buffer [other],intervention_1831
hidroxicloroquina [drug],intervention_1832
control group [drug],intervention_1833
medical ozone procedure [procedure],intervention_1834
lactobaciltus rhamnosus gg [dietary supplement],intervention_1835
lactobaciltus rhamnosus gg placebo [dietary supplement],intervention_1836
cross-sectional observational study [other],intervention_1837
ritonavir [drug],intervention_1838
lopinavir [drug],intervention_1839
melatonin 2mg [drug],intervention_1840
"""calm"" is a mindfulness meditation mobile app [other]",intervention_1841
calm meditation app [device],intervention_1842
specimen collection [diagnostic test],intervention_1843
surveys [diagnostic test],intervention_1844
part 1 - tl-895 [drug],intervention_1845
part 2 - tl-895 [drug],intervention_1846
part 2 - placebo [drug],intervention_1847
rapid detection test [diagnostic test],intervention_1848
stool collection [diagnostic test],intervention_1849
social media & news consumption [behavioral],intervention_1850
ciclesonide inhalation aerosol [drug],intervention_1851
high-titer anti-sars-cov-2 (covid 19) convalescent plasma [drug],intervention_1852
blood sample and data record [other],intervention_1853
sars-cov-2 igg antibody testing kit [diagnostic test],intervention_1854
hydroxychloroquine sulfate + azythromycin [drug],intervention_1855
pb1046 [drug],intervention_1856
low dose (10 mg) control [drug],intervention_1857
duplex ultrasound and computed tomography angiography [diagnostic test],intervention_1858
continuous renal replacement therapy [procedure],intervention_1859
budesonide dry powder inhaler [drug],intervention_1860
views and experiences of health care professionals working in intensive care units during the covid-19 pandemic [behavioral],intervention_1861
oxygen treatment [other],intervention_1862
vadadustat [drug],intervention_1863
awake proning [other],intervention_1864
a specifically designed self-administered questionnaire [diagnostic test],intervention_1865
rescure‚ñ¢ [biological],intervention_1866
sampling salivary [diagnostic test],intervention_1867
exposure to the dutch measures due to the covid-19 pandemic. [other],intervention_1868
remote pulmonary rehabilitation [behavioral],intervention_1869
nasal swab [diagnostic test],intervention_1870
serum testing [diagnostic test],intervention_1871
mencare+/bandebereho fathers'/couples' group education [behavioral],intervention_1872
nebulised recombinant tissue-plasminogen activator (rt-pa) [drug],intervention_1873
scanning chest x-rays and performing ai algorithms on images [diagnostic test],intervention_1874
300 mg eidd-2801 [drug],intervention_1875
placebo (pbo) [drug],intervention_1876
sars-cov-2 serology [diagnostic test],intervention_1877
budesonide nasal [drug],intervention_1878
physiological serum [other],intervention_1879
telehealth applications [other],intervention_1880
dur-928 [drug],intervention_1881
intravenous immunoglobulin [drug],intervention_1882
doxycycline hcl [drug],intervention_1883
pregnant women under investigation for coronavirus or diagnosed with covid-19 [other],intervention_1884
postpartum women under investigation for coronavirus or diagnosed with covid-19 [other],intervention_1885
"sampling (edta blood, pharyngeal and nose swabs, bronchoalveolar lavage ,urine) [diagnostic test]",intervention_1886
biological samples collection [other],intervention_1887
abidol hydrochloride combined with interferon atomization [drug],intervention_1888
apl-9 [drug],intervention_1889
vehicle control [other],intervention_1890
oral polio vaccine + information [biological],intervention_1891
information [behavioral],intervention_1892
echo-doppler [diagnostic test],intervention_1893
whoqol-bref survey [other],intervention_1894
nebulized administration of rlf-100 or placebo [device],intervention_1895
linagliptin 5 mg [drug],intervention_1896
pulmonary physiotherapy techniques [other],intervention_1897
clia of igg and igm against sars-cov-2 [diagnostic test],intervention_1898
pre-operative screening [other],intervention_1899
telephone consult [other],intervention_1900
this is an online survey with no intervention. [other],intervention_1901
patients received standard of care treatment during hospitalization [other],intervention_1902
self-administered questionnaires [other],intervention_1903
lock-down and social distancing [behavioral],intervention_1904
linagliptin [drug],intervention_1905
insulin regimen [drug],intervention_1906
during covid-19 pandemic [other],intervention_1907
after covid-19 pandemic [other],intervention_1908
chat-based support [behavioral],intervention_1909
award plus covid-specific advice [behavioral],intervention_1910
award advice [behavioral],intervention_1911
covid-19 related health warning leaflet [behavioral],intervention_1912
health warning leaflet [behavioral],intervention_1913
sms-based support [behavioral],intervention_1914
referral card [behavioral],intervention_1915
cosh self-help smoking cessation booklet [behavioral],intervention_1916
sars-cov-2 infection [other],intervention_1917
intubation box [device],intervention_1918
asc09f+oseltamivir [drug],intervention_1919
ritonavir+oseltamivir [drug],intervention_1920
1:discontinuation of ras blocker therapy [drug],intervention_1921
2:continuation of ras blocker therapy [drug],intervention_1922
ct-imaging [device],intervention_1923
telephone survey [other],intervention_1924
fit test [device],intervention_1925
filtration test [device],intervention_1926
non-convalescent plasma (control plasma) [biological],intervention_1927
covid-19 treatment [drug],intervention_1928
(standard of care) soc [other],intervention_1929
vivadiag‚ñ¢ covid-19 lgm/igg rapid test [device],intervention_1930
brief educational video [behavioral],intervention_1931
blood sample collection [biological],intervention_1932
msc treatment [biological],intervention_1933
saline control [biological],intervention_1934
nacl solution [other],intervention_1935
alteplase 50 mg [activase] [drug],intervention_1936
alteplase 100 mg [activase] [drug],intervention_1937
cynk-001 [biological],intervention_1938
allogenic pooled olfactory mucosa-derived mesenchymal stem cells [biological],intervention_1939
standard treatment according to the clinical protocols [other],intervention_1940
human biological samples [procedure],intervention_1941
aerobic exercise training [other],intervention_1942
patient education [behavioral],intervention_1943
respiratory exercise training [other],intervention_1944
tissue plasminogen activator [drug],intervention_1945
ringer solution [drug],intervention_1946
psychological assessment [behavioral],intervention_1947
ibudilast [drug],intervention_1948
chadox1 ncov-19 (abs 260) [biological],intervention_1949
menacwy vaccine [biological],intervention_1950
chadox1 ncov-19 (abs 260) + 2.2x10^10vp (qpcr) boost [biological],intervention_1951
two dose menacwy vaccine [biological],intervention_1952
chadox1 n-cov-19 (abs 260) vaccine low dose [biological],intervention_1953
chadox1 ncov-19 (qpcr) [biological],intervention_1954
chadox1 ncov-19 plus 5x10^10vp boost (qpcr) [biological],intervention_1955
robot assisted percutaneous cardiovascular intervention [procedure],intervention_1956
"obtainment of nasopharyngeal, oropharyngeal, buccal, nasal and saliva samples [diagnostic test]",intervention_1957
multistem [biological],intervention_1958
group 1:rivaroxaban 20mg/d followed by enoxaparin/unfractionated heparin when needed [drug],intervention_1959
group 2:control group with enoxaparin 40mg/d [drug],intervention_1960
sndx-6352 [drug],intervention_1961
chemotherapy [drug],intervention_1962
human umbilical cord derived cd362 enriched mscs [biological],intervention_1963
placebo (plasma-lyte 148) [biological],intervention_1964
umbilical cord wharton's jelly-derived human [biological],intervention_1965
nacl 0.9% [other],intervention_1966
low-dose radiotherapy [radiation],intervention_1967
ritonavir/lopinavir [drug],intervention_1968
tocilizumab injection [actemra] [drug],intervention_1969
oxygen supply [device],intervention_1970
bromhexine and spironolactone [drug],intervention_1971
base therapy [drug],intervention_1972
mobile internet survey on self-test [other],intervention_1973
patient sampling [other],intervention_1974
bromhexine 8 mg [drug],intervention_1975
darunavir and cobicistat [drug],intervention_1976
transplant patient [other],intervention_1977
nitric oxide-sessions [drug],intervention_1978
nitric oxide-continuous and sessions [drug],intervention_1979
patient status engine [device],intervention_1980
mechanical ventilator settings and position [behavioral],intervention_1981
questionnaire by phone call [other],intervention_1982
non-interventional study [other],intervention_1983
peep trial [other],intervention_1984
survey to assess post traumatic stress and anxiety at inclusion and 6 months later [other],intervention_1985
"serum zinc, vitamin d vitamin b12 levels . [other]",intervention_1986
questionnaire [procedure],intervention_1987
data collection up to 1 year [other],intervention_1988
ruxolitinib plus simvastatin [drug],intervention_1989
exposure to the sars-cov-2 and its consequences [other],intervention_1990
remote cognitive behavioral therapy for insomnia [behavioral],intervention_1991
ascorbic acid [dietary supplement],intervention_1992
ascorbic acid and zinc gluconate [dietary supplement],intervention_1993
covid-19 positive via testing [other],intervention_1994
hads [behavioral],intervention_1995
a survey [behavioral],intervention_1996
passed infection of sars-cov-2 [other],intervention_1997
"knowledge, attitude, practice, awareness, preference [behavioral]",intervention_1998
covid-19 swap test pcr [diagnostic test],intervention_1999
hydroxychloroquine sulfate 200 milligram (mg) tab [drug],intervention_2000
"ƒ±t will be compared pain, sleep, fatigue, physical activity level and quality of life and questioning exercise habits before and after the covid-19 outbreak in patients with beh√ßet and fmf. [other]",intervention_2001
tele-medicine platform [other],intervention_2002
tracheotomy [procedure],intervention_2003
fixed-duration hydrocortisone [drug],intervention_2004
shock-dependent hydrocortisone [drug],intervention_2005
ceftriaxone [drug],intervention_2006
moxifloxacin or levofloxacin [drug],intervention_2007
piperacillin-tazobactam [drug],intervention_2008
ceftaroline [drug],intervention_2009
amoxicillin-clavulanate [drug],intervention_2010
macrolide administered for 3-5 days [drug],intervention_2011
macrolide administered for up to 14 days [drug],intervention_2012
five-days oseltamivir [drug],intervention_2013
ten-days oseltamivir [drug],intervention_2014
hydroxychloroquine + lopinavir/ritonavir [drug],intervention_2015
interferon-œ≤1a [drug],intervention_2016
fixed-duration higher dose hydrocortisone [drug],intervention_2017
protocolised mechanical ventilation strategy [other],intervention_2018
to assess for development of igg antibodies against sars-cov2 [diagnostic test],intervention_2019
respiratory mechanics [other],intervention_2020
standard ventilation strategy [other],intervention_2021
icu recovery + physical therapy [other],intervention_2022
n-acetylcysteine+ fuzheng huayu tablet [drug],intervention_2023
n-acetylcysteine+placebo [drug],intervention_2024
marker therapeutics d2000 cartridge (d2000) for use with the spectra optia¬æ apheresis system (optia spd protocol) [device],intervention_2025
ct score [other],intervention_2026
intravenous access [device],intervention_2027
intraosseous access [device],intervention_2028
rt pcr sars-cov-2 [diagnostic test],intervention_2029
covid-19 specific t cell derived exosomes (cstc-exo) [biological],intervention_2030
global survey [other],intervention_2031
questionnaire forms [diagnostic test],intervention_2032
ultra-low-dose radiotherapy [radiation],intervention_2033
ventilatory support with oxygen therapy [device],intervention_2034
piperacillin/tazobactam [drug],intervention_2035
corticosteroid injection [drug],intervention_2036
ruxolitinib 5 mg [drug],intervention_2037
secukinumab 150 mg/ml subcutaneous solution [cosentyx] [drug],intervention_2038
pulmonary anomalies 4 months after documented covid-19 pneumonia [diagnostic test],intervention_2039
peer resilience champion [behavioral],intervention_2040
enriched survey feedback [behavioral],intervention_2041
collection of samples [other],intervention_2042
"surgery:dynamic hip screw, hemiarthroplasty, hip replacement, intramedullary nail [other]",intervention_2043
xav-19 [drug],intervention_2044
nintedanib 150 mg [drug],intervention_2045
covid-19 antibody testing (igg and igm) [diagnostic test],intervention_2046
covid 19 diagnostic test by pcr [diagnostic test],intervention_2047
telephonic interview during the italian lockdown. [behavioral],intervention_2048
mri [other],intervention_2049
otilimab [biological],intervention_2050
messaging [behavioral],intervention_2051
standard care [procedure],intervention_2052
phone-call screening and management by a medical student/general practitioner tandem [behavioral],intervention_2053
respiratory mechanics measurement [diagnostic test],intervention_2054
gas exchange measurement [diagnostic test],intervention_2055
healthy minds program foundations training [behavioral],intervention_2056
woebot substance use disorder [other],intervention_2057
"electrocardiogram, telemetry, echocardiogram, laboratory values [diagnostic test]",intervention_2058
life questionnaires [other],intervention_2059
intervention program [behavioral],intervention_2060
identify sars-cov-2 infection by serology [diagnostic test],intervention_2061
collection of biological samples [biological],intervention_2062
auxora [drug],intervention_2063
dornase alfa inhalation solution [drug],intervention_2064
observation only [other],intervention_2065
direct laryngoscopy [procedure],intervention_2066
vie scope laryngoscopy [procedure],intervention_2067
copan swabbing and blood sample collection [diagnostic test],intervention_2068
thoracic ct scan [diagnostic test],intervention_2069
serological test [biological],intervention_2070
serum test [biological],intervention_2071
telephone interview [other],intervention_2072
coping strategies video [behavioral],intervention_2073
further processing of health data [other],intervention_2074
environmental exposure and clinical features [behavioral],intervention_2075
mmr vaccine [biological],intervention_2076
questionnaires [behavioral],intervention_2077
interferon-beta [drug],intervention_2078
quesionnair [other],intervention_2079
a short video intervention [other],intervention_2080
a vignette intervention [other],intervention_2081
assembled mask [other],intervention_2082
immunoglobulin of cured patients [drug],intervention_2083
œ≥-globulin [drug],intervention_2084
covid-19 infection [other],intervention_2085
on-line survey [other],intervention_2086
serology for covid-19 [diagnostic test],intervention_2087
exercise group [other],intervention_2088
virtual peer support platform [behavioral],intervention_2089
control period [behavioral],intervention_2090
"observation of patients with known, suspected, or at risk for covid-19 infection [other]",intervention_2091
no interverntion [other],intervention_2092
pandemic control measures [other],intervention_2093
tracheal intubation and cardiopulmonary resuscitation [procedure],intervention_2094
hope intervention [behavioral],intervention_2095
ibuprofen [drug],intervention_2096
hydroxychloroquine only product in oral dose form [drug],intervention_2097
virtual-care cognitive behavioural therapy [behavioral],intervention_2098
tracheostomy with aerosol box in covid-19 positive patients [procedure],intervention_2099
intravenous sedation [drug],intervention_2100
inhaled sedation [drug],intervention_2101
iamp test [diagnostic test],intervention_2102
cerebral compliance and hemodynamics monitoring [device],intervention_2103
high flow nasal cannula device [device],intervention_2104
chinese herbal medicine [dietary supplement],intervention_2105
covid-19 e-package:psychological wellbeing for healthcare workers [other],intervention_2106
sch intervention [other],intervention_2107
conestat alfa [drug],intervention_2108
cross-sectional study investigating the association of npis with mental health [other],intervention_2109
enhanced hygiene measures [behavioral],intervention_2110
aspirin 100mg [drug],intervention_2111
low-dose chest ct [diagnostic test],intervention_2112
description of groups caracteristics [other],intervention_2113
spin-chat program [other],intervention_2114
machine learning model [diagnostic test],intervention_2115
bidirectional oxygenation mouthpiece [device],intervention_2116
inhaled hypertonic ibuprofen [drug],intervention_2117
collection of breath sample [diagnostic test],intervention_2118
inhaled nitric oxide gas [drug],intervention_2119
recombinant human interferon alpha-1b [drug],intervention_2120
thymosin alpha 1 [drug],intervention_2121
viral specific t-cells (vsts) [biological],intervention_2122
hydroxychloroquine/chloroquine [other],intervention_2123
tirofiban injection [drug],intervention_2124
fondaparinux [drug],intervention_2125
prediction market [other],intervention_2126
health questionnaire [other],intervention_2127
"data research, database analysis [other]",intervention_2128
exercise [other],intervention_2129
psychological and behaviour change support [behavioral],intervention_2130
nutrition [other],intervention_2131
oxygen [drug],intervention_2132
questionnaire with precaution information [other],intervention_2133
experimental:questionnaire without precaution information [other],intervention_2134
bio 300 oral suspension [drug],intervention_2135
prospective study with two measurement points investigating the impact of viral mitigation protocols on parental burnout [other],intervention_2136
experimental drug [drug],intervention_2137
exposure:covid-19 infection [other],intervention_2138
observation of behavior and covid-19 infection will be conducted. [behavioral],intervention_2139
examine the impact of covid-19 during pregnancy [behavioral],intervention_2140
anxiety reduction training [behavioral],intervention_2141
kundalini yoga and anxiety reduction training [behavioral],intervention_2142
meditation and anxiety reduction training [behavioral],intervention_2143
webex physical activity program [other],intervention_2144
oxidative stress elisa kit [diagnostic test],intervention_2145
apo-hydroxychloroquine [drug],intervention_2146
das181 covid-19 [drug],intervention_2147
das181 ol [drug],intervention_2148
there is no intervention [other],intervention_2149
self-acupressure [behavioral],intervention_2150
hydroxychloroquine sar321068 [drug],intervention_2151
mindfulness rounds [other],intervention_2152
hit-exercise [other],intervention_2153
sham intervention [other],intervention_2154
serological test for covid-19. [diagnostic test],intervention_2155
removal of dead space filter [other],intervention_2156
sensiumvitals wearable sensor [device],intervention_2157
medical mask [device],intervention_2158
n95 respirator [device],intervention_2159
c-reactive protein [diagnostic test],intervention_2160
nitazoxanide 500mg oral tablet [drug],intervention_2161
prospective study across two time-points examining the impact of viral mitigation protocols on mental health [other],intervention_2162
hesperidin and diosmin mixture [drug],intervention_2163
measurement of circulating sflt1 concentration [other],intervention_2164
nio¬æ (intraosseous access) [device],intervention_2165
standard of care (intravenous access) [device],intervention_2166
emotional support plan [behavioral],intervention_2167
daily monitoring [behavioral],intervention_2168
computer task questionnaires [behavioral],intervention_2169
non interventional study [other],intervention_2170
spinal anesthesia position [other],intervention_2171
contain covid anxiety ssi [behavioral],intervention_2172
remain covid free ssi [behavioral],intervention_2173
magec spine rod [device],intervention_2174
titanium blood test [diagnostic test],intervention_2175
bacterial species isolated [other],intervention_2176
filmarray pcr on respiratory samples [diagnostic test],intervention_2177
ivermectin 5 mg/ml [drug],intervention_2178
nitazoxanide 500 mg [drug],intervention_2179
learning running subcuticular sutures on the gamified educational network [other],intervention_2180
samba ii (diagnostic for the real world) [diagnostic test],intervention_2181
public health england gold standard [diagnostic test],intervention_2182
cambridge validated viral detection method [diagnostic test],intervention_2183
radiological detection [diagnostic test],intervention_2184
topical steroids and cyclosporin-a [drug],intervention_2185
freestyle libre 14 day cgm system [device],intervention_2186
accuchek inform ii platform [device],intervention_2187
trauma-informed yoga video recording [behavioral],intervention_2188
covsurf drug delivery system [device],intervention_2189
novel laser inferometry test for corona virus [diagnostic test],intervention_2190
ng test [diagnostic test],intervention_2191
blood test [diagnostic test],intervention_2192
self-questionnary [behavioral],intervention_2193
"sonclot coagulation and platelet function analyzer scp1, sienco, usa [device]",intervention_2194
farmalarm [other],intervention_2195
online survey [behavioral],intervention_2196
usual care [drug],intervention_2197
odd/even birth year intervention groups [diagnostic test],intervention_2198
anti-coronavirus antibodies (immunoglobulins)obtained with dfpp from convalescent patients [biological],intervention_2199
assessment of ventilator-associated pneumonia criteria [diagnostic test],intervention_2200
proprietary extract of nerium oleander [other],intervention_2201
high flow nasal cannula (hfnc) [device],intervention_2202
none - na [other],intervention_2203
nutritional intervention [other],intervention_2204
anti-sars-cov-2 igt seropositivity [biological],intervention_2205
low flow ecmo driving by cvvh machine [device],intervention_2206
recombinant human interferon œ±1œ≤ [drug],intervention_2207
non invasive visual acuity testing [other],intervention_2208
observation of covid 19 pneumonia [other],intervention_2209
staff wellbeing centres [other],intervention_2210
sarilumab sar153191 [drug],intervention_2211
caring contacts [other],intervention_2212
pleth variability index [diagnostic test],intervention_2213
recombinant interferon alfa-2b [biological],intervention_2214
rintatolimod [drug],intervention_2215
satisfaction evaluation [other],intervention_2216
plaquenil 200mg tablet [drug],intervention_2217
testing sensitivity for sars-cov-2 virus in symptomatic individuals [diagnostic test],intervention_2218
online intervention mental health covid-19 [behavioral],intervention_2219
plasma exchange [biological],intervention_2220
standar medical treatmen [drug],intervention_2221
exercise training group [other],intervention_2222
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) and traditional chinese medicines (tcms) granules [drug]",intervention_2223
"conventional medicines (oxygen therapy, alfa interferon via aerosol inhalation, and lopinavir/ritonavir) [drug]",intervention_2224
online mindfulness group [behavioral],intervention_2225
inspiratory training device [device],intervention_2226
expiratory training device [device],intervention_2227
psycho-social questionnaire [other],intervention_2228
pulmonary rehabilitation [other],intervention_2229
hydroxychloroquin with azithromycin [drug],intervention_2230
non-contact magnetically-controlled capsule endoscopy [device],intervention_2231
behavioral:ocat-sham [behavioral],intervention_2232
behavioral:ocat [behavioral],intervention_2233
psycho-education video [other],intervention_2234
mindfulness intervention [behavioral],intervention_2235
non-mindfulness intervention [behavioral],intervention_2236
bcg group [biological],intervention_2237
placebo group [other],intervention_2238
asynchronies detection [diagnostic test],intervention_2239
hydroxychloroquine oral product [drug],intervention_2240
dexmedetomidine injectable product [drug],intervention_2241
sars-cov-2 pcr [diagnostic test],intervention_2242
cross-sectional study examining the impact of information sources to obtain information about covid-19 on depression and anxiety symptoms [behavioral],intervention_2243
video based exercise [behavioral],intervention_2244
robotic therapy [device],intervention_2245
transitional online peer support group (n=24) [behavioral],intervention_2246
"control group (pharmacotherapy and/or psychotherapy, n=24) [other]",intervention_2247
nitric oxide-releasing drug [drug],intervention_2248
online survey [diagnostic test],intervention_2249
sar443122 [drug],intervention_2250
no choice group [behavioral],intervention_2251
short list choice group [behavioral],intervention_2252
long-list choice group [behavioral],intervention_2253
assessment of work-related stress [behavioral],intervention_2254
saliva sample collection [biological],intervention_2255
cardiac and electrodermal recordings [other],intervention_2256
assessment of behavioral response to emotional stimulation [behavioral],intervention_2257
ecco2r [device],intervention_2258
nors (nitric oxide releasing solution) [drug],intervention_2259
microcannula harvest adipose derived tissue stromal vascular fraction (tsvf) [procedure],intervention_2260
centricyte 1000 [device],intervention_2261
iv deployment of csvf in sterile normal saline iv solution [procedure],intervention_2262
liberase enzyme (roche) [drug],intervention_2263
sterile normal saline for intravenous use [drug],intervention_2264
data registry [behavioral],intervention_2265
simple cognitive task intervention [behavioral],intervention_2266
attention placebo [behavioral],intervention_2267
